ID,species,Tray,Germinated,Planted,Leaf 1 open,Leaf 2 open,Leaf 3 open,Top_burnt,Height_mm_day_21,Internode_1_day_21,Internode_2_day_21,Internode_3_day_21,Number_leaves_day_21
C_132,cordatotriloba,1,5/9/2014,5/9/2014,5/17/2014,5/19/2014,5/21/2014,1,382,6,4,17,8
C_133,cordatotriloba,2,5/9/2014,5/9/2014,5/17/2014,5/18/2014,5/20/2014,0,601,5,4,15,9
C_134,cordatotriloba,3,5/9/2014,5/9/2014,5/16/2014,5/18/2014,5/20/2014,1,432,4,4,22,10
C_135,cordatotriloba,4,5/9/2014,5/9/2014,5/16/2014,5/18/2014,5/21/2014,1,456,4,3,17,8
C_136,cordatotriloba,5,5/9/2014,5/9/2014,5/17/2014,5/19/2014,5/21/2014,0,593,5,4,16,8
C_137,cordatotriloba,6,5/9/2014,5/9/2014,5/17/2014,5/18/2014,5/20/2014,0,502,6,5,20,9
C_138,cordatotriloba,8,5/9/2014,5/9/2014,5/17/2014,5/19/2014,5/21/2014,0,479,7,5,18,6
C_139,cordatotriloba,9,5/9/2014,5/9/2014,5/17/2014,5/19/2014,5/21/2014,0,622,6,8,28,10
C_140,cordatotriloba,10,5/9/2014,5/9/2014,5/17/2014,5/18/2014,5/20/2014,1,468,9,16,43,8
C_141,cordatotriloba,11,5/9/2014,5/9/2014,5/17/2014,5/19/2014,5/22/2014,0,446,6,8,28,9
C_142,cordatotriloba,12,5/9/2014,5/9/2014,5/19/2014,5/21/2014,5/23/2014,0,322,8,9,25,5
C_143,cordatotriloba,13,5/9/2014,5/9/2014,5/18/2014,5/20/2014,5/21/2014,0,403,8,8,22,8
C_144,cordatotriloba,14,5/9/2014,5/9/2014,5/17/2014,5/19/2014,5/22/2014,0,424,5,6,20,6
C_145,cordatotriloba,15,5/9/2014,5/9/2014,5/17/2014,5/19/2014,5/21/2014,1,415,6,6,16,9
C_146,cordatotriloba,16,5/9/2014,5/9/2014,5/19/2014,5/21/2014,5/25/2014,0,182,8,4,16,4
C_147,cordatotriloba,17,5/9/2014,5/11/2014,5/20/2014,5/21/2014,5/25/2014,0,363,6,6,15,8
C_148,cordatotriloba,18,5/9/2014,5/11/2014,5/18/2014,5/19/2014,5/21/2014,1,466,8,7,14,11
C_149,cordatotriloba,19,5/9/2014,5/11/2014,5/18/2014,5/19/2014,5/21/2014,1,380,6,6,13,15
C_150,cordatotriloba,20,5/9/2014,5/11/2014,,,,NA,NA,NA,NA,NA,NA
C_151,cordatotriloba,21,5/9/2014,5/11/2014,5/18/2014,5/19/2014,5/22/2014,0,707,5,6,30,11
C_152,cordatotriloba,22,5/9/2014,5/11/2014,5/20/2014,5/21/2014,5/25/2014,0,301,6,9,22,9
C_153,cordatotriloba,23,5/9/2014,5/11/2014,5/19/2014,5/21/2014,5/23/2014,0,514,7,7,24,9
C_154,cordatotriloba,24,5/9/2014,5/11/2014,5/19/2014,5/21/2014,5/23/2014,0,465,9,6,29,8
C_155,cordatotriloba,25,5/9/2014,5/11/2014,,,,NA,NA,NA,NA,NA,NA
C_156,cordatotriloba,26,5/9/2014,5/11/2014,,,,NA,NA,NA,NA,NA,NA
C_157,cordatotriloba,27,5/9/2014,5/11/2014,5/22/2014,5/23/2014,5/25/2014,0,133,5,12,27,6
C_158,cordatotriloba,29,5/9/2014,5/11/2014,5/20/2014,5/22/2014,5/24/2014,0,414,9,10,28,9
C_159,cordatotriloba,30,5/9/2014,5/11/2014,5/21/2014,5/23/2014,5/26/2014,0,72,6,6,15,3
C_160,cordatotriloba,31,5/9/2014,5/11/2014,5/20/2014,5/24/2014,5/26/2014,0,114,6,11,19,4
C_161,cordatotriloba,32,5/9/2014,5/11/2014,5/23/2014,5/25/2014,5/30/2014,0,63,7,7,11,2
C_162,cordatotriloba,33,5/9/2014,5/12/2014,5/25/2014,5/28/2014,5/31/2014,0,42,6,7,6,2
C_163,cordatotriloba,34,5/9/2014,5/12/2014,5/24/2014,5/26/2014,5/29/2014,0,116,9,15,26,3
C_164,cordatotriloba,35,5/9/2014,5/12/2014,5/23/2014,5/25/2014,5/27/2014,0,174,7,11,86,5
C_165,cordatotriloba,36,5/9/2014,5/12/2014,5/23/2014,5/24/2014,5/26/2014,0,265,9,10,27,4
C_166,cordatotriloba,37,5/9/2014,5/12/2014,5/23/2014,5/25/2014,5/26/2014,0,128,8,10,39,3
C_167,cordatotriloba,39,5/9/2014,5/12/2014,5/21/2014,5/24/2014,5/26/2014,0,291,9,10,33,6
C_168,cordatotriloba,40,5/9/2014,5/12/2014,5/23/2014,5/24/2014,5/26/2014,0,253,7,7,18,4
C_169,cordatotriloba,41,5/9/2014,5/12/2014,5/21/2014,5/23/2014,5/25/2014,0,324,6,7,21,6
C_170,cordatotriloba,42,5/9/2014,5/12/2014,5/21/2014,5/23/2014,5/26/2014,0,315,8,9,36,5
C_171,cordatotriloba,43,5/9/2014,5/12/2014,,,,0,3,0,0,0,0
C_172,cordatotriloba,44,5/9/2014,5/12/2014,5/21/2014,5/23/2014,5/25/2014,0,263,5,6,14,7
C_173,cordatotriloba,45,5/9/2014,5/12/2014,5/23/2014,5/25/2014,5/27/2014,0,74,5,5,11,5
C_174,cordatotriloba,46,5/9/2014,5/12/2014,5/21/2014,5/23/2014,5/25/2014,0,175,6,11,20,5
C_175,cordatotriloba,48,5/9/2014,5/12/2014,5/27/2014,5/28/2014,5/31/2014,0,39,7,8,8,2
C_176,cordatotriloba,49,5/9/2014,5/12/2014,5/23/2014,5/26/2014,5/29/2014,0,76,4,6,10,3
C_177,cordatotriloba,50,5/9/2014,5/12/2014,5/23/2014,5/26/2014,5/28/2014,0,150,8,13,38,3
C_178,cordatotriloba,51,5/9/2014,5/12/2014,5/25/2014,5/27/2014,5/29/2014,0,120,9,11,29,3
C_179,cordatotriloba,52,5/9/2014,5/12/2014,5/23/2014,5/26/2014,5/28/2014,0,101,5,7,14,3
C_180,cordatotriloba,53,5/9/2014,5/12/2014,5/23/2014,5/23/2014,5/27/2014,0,118,7,14,33,3
C_181,cordatotriloba,54,5/9/2014,5/12/2014,5/21/2014,5/23/2014,5/26/2014,0,226,6,9,29,7
1,F2,1,5/9/2014,5/9/2014,5/17/2014,5/19/2014,5/21/2014,1,672,9,12,78,12
2,F2,1,5/9/2014,5/9/2014,5/17/2014,5/19/2014,5/21/2014,1,885,11,13,70,15
3,F2,1,5/9/2014,5/9/2014,5/17/2014,5/18/2014,5/21/2014,1,741,9,6,28,9
4,F2,1,5/9/2014,5/9/2014,5/17/2014,5/19/2014,5/21/2014,1,599,11,13,66,13
5,F2,1,5/9/2014,5/9/2014,5/19/2014,5/19/2014,5/25/2014,0,42,1,7,6,3
6,F2,1,5/9/2014,5/9/2014,5/17/2014,5/19/2014,5/21/2014,1,716,10,18,79,13
7,F2,1,5/9/2014,5/9/2014,5/17/2014,5/19/2014,5/21/2014,1,836,9,8,56,10
8,F2,1,5/9/2014,5/9/2014,5/17/2014,5/19/2014,5/21/2014,0,617,8,8,54,6
9,F2,2,5/9/2014,5/9/2014,5/17/2014,5/19/2014,5/21/2014,1,928,12,12,98,7
10,F2,2,5/9/2014,5/9/2014,5/17/2014,5/19/2014,5/21/2014,1,561,10,10,69,11
11,F2,2,5/9/2014,5/9/2014,5/17/2014,5/19/2014,5/21/2014,1,684,11,7,52,14
12,F2,2,5/9/2014,5/9/2014,5/17/2014,5/18/2014,5/21/2014,0,664,8,8,50,15
13,F2,2,5/9/2014,5/9/2014,5/17/2014,5/19/2014,5/21/2014,0,907,6,8,38,9
14,F2,2,5/9/2014,5/9/2014,5/18/2014,5/19/2014,5/21/2014,1,423,9,10,45,7
15,F2,2,5/9/2014,5/9/2014,5/17/2014,5/19/2014,5/22/2014,1,376,6,6,54,8
16,F2,2,5/9/2014,5/9/2014,5/17/2014,5/19/2014,5/21/2014,1,462,11,14,72,6
17,F2,3,5/9/2014,5/9/2014,5/17/2014,5/19/2014,5/21/2014,1,419,8,5,47,7
18,F2,3,5/9/2014,5/9/2014,5/17/2014,5/19/2014,5/21/2014,1,380,8,10,48,7
19,F2,3,5/9/2014,5/9/2014,5/17/2014,5/19/2014,5/21/2014,1,510,7,5,52,8
20,F2,3,5/9/2014,5/9/2014,,,,NA,NA,NA,NA,NA,NA
21,F2,3,5/9/2014,5/9/2014,5/18/2014,5/20/2014,5/23/2014,0,540,9,16,93,9
22,F2,3,5/9/2014,5/9/2014,5/17/2014,5/18/2014,5/21/2014,1,385,7,25,51,9
23,F2,3,5/9/2014,5/9/2014,5/17/2014,5/19/2014,5/22/2014,0,637,10,6,52,11
24,F2,3,5/9/2014,5/9/2014,5/17/2014,5/19/2014,5/21/2014,0,830,9,14,70,10
25,F2,4,5/9/2014,5/9/2014,5/17/2014,5/19/2014,5/21/2014,0,662,13,6,32,10
26,F2,4,5/9/2014,5/9/2014,,,,NA,NA,NA,NA,NA,NA
27,F2,4,5/9/2014,5/9/2014,5/17/2014,5/20/2014,5/22/2014,1,402,11,27,88,8
28,F2,4,5/9/2014,5/9/2014,,,,NA,NA,NA,NA,NA,NA
29,F2,4,5/9/2014,5/9/2014,5/17/2014,5/19/2014,5/21/2014,1,705,12,15,71,9
30,F2,4,5/9/2014,5/9/2014,5/16/2014,5/19/2014,5/20/2014,1,750,8,7,41,13
31,F2,4,5/9/2014,5/9/2014,5/18/2014,5/20/2014,5/22/2014,1,448,10,15,77,6
32,F2,4,5/9/2014,5/9/2014,5/18/2014,5/19/2014,5/22/2014,1,510,14,13,129,9
33,F2,5,5/9/2014,5/9/2014,5/16/2014,5/18/2014,5/20/2014,1,830,8,12,70,13
34,F2,5,5/9/2014,5/9/2014,5/17/2014,5/19/2014,5/21/2014,1,438,9,11,73,14
35,F2,5,5/9/2014,5/9/2014,,,,NA,NA,NA,NA,NA,NA
36,F2,5,5/9/2014,5/9/2014,5/17/2014,5/19/2014,5/21/2014,0,880,13,17,82,10
37,F2,5,5/9/2014,5/9/2014,5/17/2014,5/19/2014,5/25/2014,1,574,6,6,33,9
38,F2,5,5/9/2014,5/9/2014,5/17/2014,5/20/2014,5/25/2014,1,852,13,28,125,10
39,F2,5,5/9/2014,5/9/2014,5/17/2014,5/19/2014,5/22/2014,1,611,8,11,70,10
40,F2,5,5/9/2014,5/9/2014,5/17/2014,5/19/2014,5/21/2014,0,939,12,14,82,12
41,F2,6,5/9/2014,5/9/2014,5/17/2014,5/18/2014,5/21/2014,0,970,12,20,122,14
42,F2,6,5/9/2014,5/9/2014,5/17/2014,5/19/2014,5/21/2014,1,465,16,19,101,13
43,F2,6,5/9/2014,5/9/2014,5/17/2014,5/18/2014,5/20/2014,1,822,14,9,50,13
44,F2,6,5/9/2014,5/9/2014,5/18/2014,5/19/2014,5/22/2014,1,459,12,14,75,9
45,F2,6,5/9/2014,5/9/2014,5/17/2014,5/19/2014,5/21/2014,0,875,13,14,58,11
46,F2,6,5/9/2014,5/9/2014,5/18/2014,5/19/2014,5/22/2014,1,357,14,25,96,8
47,F2,6,5/9/2014,5/9/2014,,,,NA,NA,NA,NA,NA,NA
48,F2,6,5/9/2014,5/9/2014,5/17/2014,5/19/2014,5/22/2014,0,966,12,20,104,11
49,F2,7,5/9/2014,5/9/2014,5/17/2014,5/19/2014,5/22/2014,1,649,12,15,78,8
50,F2,7,5/9/2014,5/9/2014,5/17/2014,5/18/2014,5/21/2014,1,681,8,7,42,13
51,F2,7,5/9/2014,5/9/2014,5/17/2014,5/18/2014,5/21/2014,1,399,6,35,80,9
52,F2,7,5/9/2014,5/9/2014,5/17/2014,5/19/2014,5/21/2014,0,903,9,17,71,14
53,F2,7,5/9/2014,5/9/2014,5/17/2014,5/19/2014,5/21/2014,1,872,15,28,94,13
54,F2,7,5/9/2014,5/9/2014,5/17/2014,5/19/2014,5/22/2014,1,420,8,13,61,8
55,F2,7,5/9/2014,5/9/2014,5/17/2014,5/18/2014,5/21/2014,1,706,11,14,73,11
56,F2,7,5/9/2014,5/9/2014,5/17/2014,5/19/2014,5/21/2014,1,456,8,14,61,12
57,F2,7,5/9/2014,5/9/2014,5/18/2014,5/20/2014,5/23/2014,0,658,6,7,51,9
58,F2,8,5/9/2014,5/9/2014,5/17/2014,5/19/2014,5/21/2014,0,739,10,20,81,11
59,F2,8,5/9/2014,5/9/2014,5/17/2014,5/19/2014,5/21/2014,1,722,10,15,76,12
60,F2,8,5/9/2014,5/9/2014,5/16/2014,5/18/2014,5/21/2014,1,790,14,14,104,14
61,F2,8,5/9/2014,5/9/2014,,,,NA,NA,NA,NA,NA,NA
62,F2,8,5/9/2014,5/9/2014,5/17/2014,5/19/2014,5/22/2014,1,761,12,17,109,11
63,F2,8,5/9/2014,5/9/2014,5/17/2014,5/19/2014,5/22/2014,1,744,12,24,115,10
64,F2,8,5/9/2014,5/9/2014,5/17/2014,5/19/2014,5/21/2014,1,715,13,18,63,12
65,F2,8,5/9/2014,5/9/2014,5/17/2014,5/19/2014,5/22/2014,0,617,9,10,63,8
66,F2,9,5/9/2014,5/9/2014,5/18/2014,5/18/2014,5/22/2014,0,384,11,45,53,10
67,F2,9,5/9/2014,5/9/2014,,,,NA,NA,NA,NA,NA,NA
68,F2,9,5/9/2014,5/9/2014,5/17/2014,5/19/2014,5/22/2014,0,875,15,25,108,13
69,F2,9,5/9/2014,5/9/2014,5/17/2014,5/19/2014,5/21/2014,0,643,10,9,62,9
70,F2,9,5/9/2014,5/9/2014,5/17/2014,5/19/2014,5/22/2014,0,705,11,10,72,8
71,F2,9,5/9/2014,5/9/2014,5/17/2014,5/19/2014,5/21/2014,1,389,15,27,73,11
72,F2,9,5/9/2014,5/9/2014,5/17/2014,5/19/2014,5/21/2014,0,872,13,15,76,10
73,F2,9,5/9/2014,5/9/2014,5/17/2014,5/18/2014,5/21/2014,0,784,9,10,54,8
74,F2,10,5/9/2014,5/9/2014,5/18/2014,5/19/2014,5/23/2014,0,604,13,26,101,5
75,F2,10,5/9/2014,5/9/2014,5/17/2014,5/19/2014,5/22/2014,0,1044,20,28,127,8
